0,1200,2400,3600,4800,6000,7200,8400,9600,10800,12000,13200,14400,15600,16800,18000,19200,20400,21600,22800,24000,25200,26400,27600,28800,30000,31200,32400,33600,34800,36000,37200,38400,39600,40800,42000,43200,44400,45600,46800,48000,49200,50400,51600,52800,54000,55200,56400,57600,58800,60000,61200,62400,63600,64800,66000,67200,68400,69600,70800,72000,73200,74400,75600,76800,78000,79200,80400,81600,82800,84000,85200,86400,87600,88800,90000,91200,92400,93600,94800,96000,97200,98400,99600,100800,102000,103200,104400,105600,106800,108000,109200,110400,111600,112800,114000,115200,116400,117600,118800
A.0_ID flood wave shape,0.01887137527510212,0.012135159986442226,0.008762900293876167,0.009656440391840812,0.007594679590187833,0.0052645269712408215,0.006057939768235706,0.004984914608818322,0.005933248975311924,0.008479252975141594,0.008554869356773688,0.009965732226505946,0.009996043710035445,0.010105250702124058,0.0116009898493674,0.010013014601181978,0.009897398678261756,0.01046938171635699,0.010895163210692926,0.011903367254826805,0.011803256794511571,0.012599461158453265,0.012311470279175734,0.012685136305224897,0.01254203064643092,0.009917395783011334,0.011532688553112597,0.011094173124307962,0.011739555061834637,0.01136375649777335,0.011155087450085878,0.010533863165239764,0.0109125070701798,0.011098333983422257,0.010480723416976855,0.009314262880109917,0.009394242240749508,0.008753962377768723,0.009472896089947192,0.008817345599271581,0.009507736291836875,0.009739183589537532,0.009079204985904777,0.009415414487202947,0.009153959530537385,0.009069813494291428,0.007968264382981422,0.00881265551445009,0.00811630453285933,0.007872647238633824,0.00855890936896955,0.0076549541753039175,0.008003662568813562,0.008623743272512727,0.007809368805709117,0.008568397086974771,0.008581783599695319,0.00903601233274693,0.009288652913645003,0.008945443887766625,0.00800473426017445,0.008832145777111347,0.008742373984363097,0.008430940402793225,0.008618471316527718,0.008327856047131934,0.009090547671470342,0.008987133279309225,0.008285876676732556,0.008618697120419235,0.00832478714033109,0.008691939268500955,0.008600336479912467,0.0088175537600378,0.008881739328989127,0.00841266900725846,0.009093074373611123,0.00823938353494773,0.00882269184856244,0.008149857567750609,0.009036071193060947,0.008825098223394261,0.008818564522862834,0.008623055116006556,0.009021066282632766,0.008647738692723088,0.008917870804900392,0.00817825030606386,0.008599552088949546,0.008562422149735726,0.008857389292872076,0.008477058987191003,0.008151411794578949,0.00858300163801873,0.008387435554128254,0.008409463632410451,0.008263818626314904,0.00853773028726694,0.007897843204239155
A.1_Bmax,0.017595521201471395,0.010927539252427561,0.009220823880328534,0.010110893933069883,0.00717004079175168,0.0056384846984575375,0.006241360803063317,0.005693755995746578,0.006042332682053924,0.008591791003871928,0.009055748138945918,0.010042129831056052,0.01030206515586398,0.01119042177890518,0.011569344542370557,0.010896905655959254,0.010209364685067522,0.010158774928464077,0.011681862944178816,0.012118086754684964,0.01259136787578125,0.012971148399463336,0.01288099074048518,0.013136692716166357,0.013610305293994266,0.011625112976863472,0.010652733656819026,0.011864622455980018,0.011009082119144736,0.011427918430788423,0.01151862945711276,0.011131882688967249,0.010430433220897439,0.010952819775926919,0.010378513410973038,0.01048248312376758,0.009726084271636634,0.00939995742688017,0.01005695678287673,0.00980284101282579,0.009392711521714406,0.010131412582034947,0.009201655465031175,0.00973517866431985,0.00927802576178098,0.00913483824646955,0.008873073481611902,0.009139145183056049,0.008547304872854936,0.007678132104591333,0.007974024341193145,0.008332539877737069,0.008300384077778444,0.009077991328620716,0.008639867671641556,0.008790621415349944,0.008513469438641785,0.00911846483440541,0.008678005395653747,0.009122983045261055,0.008683786121038994,0.008451396819603885,0.009244661320559393,0.008644199275342311,0.008961900517857798,0.008406014237812754,0.008920190179643126,0.0088698585994666,0.008979506609857262,0.00893203787864374,0.008286151121731382,0.009081187032474559,0.009181365059139864,0.009677414242650721,0.009471972548625213,0.009148290410326672,0.008254668573286605,0.009341868370001014,0.00888424120054671,0.00844469567928843,0.009635353135805508,0.008279362522067141,0.009327622922127129,0.009231770886674835,0.009328894463879665,0.008635246139439204,0.009156214181179971,0.009043741904330382,0.008718289352816638,0.008598416462234042,0.009220877261086438,0.009066687394221246,0.009338708199712737,0.008768830959552835,0.008156005659779083,0.008886236434273127,0.008078863745460503,0.009157586533487111,0.00843510085344792
A.1_Brate,0.014091016778218645,0.011598382049054716,0.008025952593618674,0.008424595526005612,0.007717807960782556,0.005455648053295755,0.006530280805759544,0.004900288546105097,0.005954478783950662,0.008173227647052493,0.00814662087967858,0.010092152976910797,0.009765764144371072,0.01077165845455022,0.010430214773127689,0.010229672372737112,0.0106393376929899,0.010995869023558013,0.011576801624051994,0.011547672697824597,0.011073220189133329,0.012610670893024306,0.013030092128737875,0.012431331910790135,0.012083871184392298,0.01128358370458504,0.01139392643505504,0.011233998937238978,0.010280215184083086,0.010957838045045484,0.01005445311307374,0.010676014304811098,0.010520416375573298,0.010502431869798993,0.010141965509910835,0.009378410607197202,0.008894176432312516,0.009204192143810531,0.009347563361442582,0.00855886889311288,0.00876390070163064,0.008954007587459144,0.009076713319796504,0.009134585988557448,0.008700163816760174,0.008874867525057333,0.008032055590931302,0.008051122287232522,0.00827434350826647,0.0068828388912251,0.007403823682441279,0.007244195865994127,0.0074381641711501805,0.00816811243241019,0.007793189542938226,0.0074509017721868945,0.007926892699183579,0.008508005631971625,0.007917824163990754,0.008083803955375267,0.007657595645756366,0.007974702956635635,0.007649058776497043,0.007570221828191959,0.008374062749081066,0.008479349471387254,0.008014721684796344,0.007653652702791573,0.00838847803074032,0.008178608095869613,0.008465853377443855,0.007922474574539687,0.008094732594577677,0.007921580592454123,0.0078114882033961264,0.007817524809611048,0.007961603885281212,0.00814115291406859,0.008040981780737283,0.007991693477500068,0.008366311728126281,0.008132322447331381,0.00775191737252752,0.007902385993182921,0.008274306614374416,0.008532374948908307,0.008118440633215996,0.007724936876013106,0.00793336590056062,0.007789732953423057,0.007983575653636547,0.007762893507132234,0.008288017054814347,0.008774339942163312,0.007492380020960784,0.007733552272777521,0.007447508510366744,0.007599235496764597,0.007004212398473265
A.1_pfail,0.6489679155384463,0.7294895482386282,0.7929563618173018,0.7703191648545562,0.7950958814420196,0.8428728661532009,0.8317894193760733,0.8451797710861684,0.8280476705711766,0.7907435212401013,0.7904096503582672,0.7660388100794691,0.7661241026369663,0.7496259845697948,0.7449770008160438,0.7468157082383593,0.757174905413819,0.7504360801086352,0.7310360993732096,0.7360960412471809,0.7258407795066871,0.718192141542239,0.710127158423648,0.7150263621853921,0.7134136817826382,0.7361560949971068,0.7368416024659518,0.7390963340675469,0.7432928074581213,0.7396279108324091,0.7498210263775219,0.74964132770685,0.7534738577116337,0.7491010348714077,0.7539102532176073,0.7603860999078725,0.769853273661409,0.7644761624278386,0.7585488682876866,0.7712285644908267,0.7612781447100999,0.7579340971391426,0.775656901761926,0.7766484929021705,0.7859519049010044,0.7945298582527203,0.8056746256405579,0.8036909286352523,0.8140972195096778,0.8235232964841498,0.8166847436937379,0.8207569448993388,0.819316963159709,0.8108315744572003,0.8175756959884702,0.8115283476696822,0.8086475648073765,0.8043657483689738,0.8059672925866088,0.8013717872211529,0.8132393828108293,0.80694295352392,0.8071308691086844,0.8104946806946305,0.8065673799966259,0.8036772719380524,0.8060252681231921,0.8044073030861231,0.8048331695538697,0.8051337642361427,0.8034988812650462,0.8052162505972682,0.7999715135369856,0.8002241560936593,0.802745081598161,0.8024310482537633,0.809504411238555,0.8022252190426006,0.8044355261630122,0.8114396422851222,0.7961840534097953,0.8015073659743936,0.7986785195170322,0.8027289413507434,0.798903219890847,0.8047263317880704,0.8012456974872915,0.8047456105184427,0.8018166060198539,0.8046307766242384,0.8033437646347722,0.8062327391025121,0.7994288660838366,0.804193572431463,0.8056807276761216,0.8043945972793707,0.8057589644741529,0.7973695617187172,0.8036725606699477
A.2_Bmax,0.018406076648807435,0.013430719000538516,0.007920726641935083,0.009928938571356355,0.0074101056022022,0.005049843264046528,0.005013830533851695,0.0048878454476552185,0.00568814700988013,0.008535625250371732,0.008065090588914765,0.009251422828622092,0.010883605458751151,0.011960833992153874,0.011711012576431893,0.011548096732280754,0.009949105616645504,0.010821466173878514,0.011918192269548182,0.011826585825531526,0.012096925748310177,0.013507970628928737,0.012181254562000522,0.012383572287448052,0.013159085766061621,0.011658298773019136,0.0120508552130992,0.012446541281907277,0.01077343532729109,0.011467144829032692,0.010703374892276204,0.011095707663949447,0.011389855452990027,0.01078109964731036,0.010339350346060143,0.009860237350606591,0.009452152967745304,0.009791237673917009,0.009308822626585259,0.009471644832075243,0.009844808537120903,0.01029741477566419,0.009723399042321137,0.009548062920019529,0.009497168373050773,0.009101729996179805,0.008089041043503513,0.008455284628324074,0.00877784472127355,0.007403205863261032,0.00845323129299235,0.008401815231167448,0.008280660167617566,0.00855180902164663,0.007968272704873172,0.009200732962503061,0.009045288111394162,0.009244877600182878,0.008762993574639095,0.00860926458936653,0.008395170954563314,0.008367165552471316,0.009183932637873564,0.009101460360068201,0.009227532060773211,0.008485112278953528,0.008563201995314464,0.009054815735289115,0.009476863370767493,0.009124853859862019,0.009446606675194171,0.008579459675930734,0.009423292167147074,0.008704268776982575,0.009035948802872559,0.008876542887008464,0.00810060844870985,0.009166504912840193,0.00890967712142922,0.008477777003354281,0.009081384180691656,0.008838647516374958,0.008606027275960057,0.008613682191716583,0.009066133223741253,0.00832501070872054,0.008783990737675183,0.008706793966505989,0.008752467548663588,0.008610827611547753,0.008886221890856645,0.008889899627761013,0.008873582186703439,0.008534766290546501,0.007995957806777558,0.008737541579096028,0.008502468078733883,0.00879095044616033,0.008567019228745773
A.2_Brate,0.013736110756488952,0.010721904653784742,0.008014672118629858,0.008328454574374455,0.007484466633592428,0.0054776411251306716,0.006663219456376229,0.004834468422944094,0.00616718770358055,0.008755288400002219,0.008733834189210655,0.010006122501533871,0.010480798954626789,0.01100239554356409,0.0110779260086974,0.012011154479937412,0.010244766500995282,0.011673191126418974,0.012596706264412031,0.01253691924843617,0.012866948815135469,0.013657299982937467,0.01300522404093514,0.012648971060646242,0.012796254113739008,0.01183976103926528,0.01113645604220825,0.011572075898934952,0.010930947650559289,0.011542586882231353,0.011068524224087314,0.011003751260102163,0.010822390433484878,0.010481792293117994,0.010412354559283035,0.010169140345270415,0.009452915597883933,0.009473034614577148,0.009433805819459537,0.008833042674237696,0.00924750767457283,0.00995336269655648,0.009121315977988079,0.008974361774800911,0.00932819817068348,0.008174735304862492,0.008608983309259436,0.009249046544509709,0.008134324999296318,0.00740485315848807,0.007831555711244899,0.008391942025609373,0.00821763421714051,0.008152053359654094,0.0080809916589146,0.00805474774578175,0.008169656328871048,0.009078712258670546,0.008768873626860213,0.009223206985843255,0.008527611212858457,0.008594321120133579,0.008206062361372298,0.008145679196501438,0.008282874051096222,0.008301803167747658,0.008933032030282596,0.008753082783275933,0.008673099411311105,0.008558636893698374,0.008873496783695447,0.008528047871100423,0.008439248824970847,0.00862912924885506,0.008290051103440556,0.008598171597531186,0.00807776322054603,0.00820624902371589,0.008478766594439378,0.007997157608560193,0.008395444232514874,0.008572833357709324,0.008385163758182473,0.008517730490338177,0.008449860018099019,0.007983511658016864,0.00781660860681752,0.008141902226229075,0.008610111496529642,0.008589740539521003,0.008101182858667342,0.008748984837256012,0.008437243014142384,0.00804687255492011,0.008564071546518958,0.007772913291939259,0.008100141264240388,0.008279485710675858,0.0077709260258572894
A.2_pfail,0.01821596108718605,0.013233401940696813,0.00965317592322456,0.0106903861819166,0.010367226730428933,0.008890276203312323,0.009375671546368246,0.008727148914410232,0.009566209835961115,0.011023024168314957,0.011239703313183622,0.012382792030123602,0.013428732112775215,0.013859961604065343,0.013682967453413006,0.014170165078225053,0.01382526636593217,0.013200279481298146,0.01548564443043296,0.013981089343445807,0.014547274913693325,0.01583025128738221,0.01531877979787223,0.016196474683148155,0.016610729256784054,0.015322846852196653,0.015095275857809946,0.014411140115132092,0.01367516544354487,0.014266201172362615,0.013520511973408166,0.013657442787493283,0.013158209701923999,0.012773412381297429,0.013269410550139315,0.012246386811349774,0.011512328237027827,0.011535742601471976,0.011775070650132382,0.011532652761464882,0.01107721991758041,0.011064220960756205,0.010475270556670005,0.010319867282599355,0.01124328117114629,0.010175603386191735,0.010456397391579629,0.009629308587711256,0.009706428056916723,0.009032437074635547,0.010033389709204633,0.009810385702773977,0.01001855802914959,0.010183515675166762,0.009243519136169945,0.010169430980128059,0.010611048382591887,0.011261647124219374,0.01087767754994604,0.011073585867555328,0.0105073181505006,0.01092895624183058,0.011022875972118009,0.010631358436046885,0.010742696964444147,0.010970526347567258,0.010650180585080465,0.011294234511243574,0.011285618695720482,0.01085030786331737,0.011876598902891129,0.010989467035054672,0.011512770496591856,0.01193284348301981,0.01191079028847427,0.011992086166628012,0.011472945684485283,0.011057457644634441,0.011223059762403766,0.010651079394652395,0.011689726076036664,0.011004207273368035,0.01118665615960793,0.011633719439487801,0.011630967218993548,0.010763413204878206,0.011050770335483096,0.012083292406173693,0.011212840476209601,0.01128135481103821,0.011329576789061819,0.010812097686878642,0.011156205132126286,0.011507641068586861,0.011317642788730669,0.011247689746006588,0.011693846255906217,0.012191111343306279,0.011383549695988506
A.3_Bmax,0.01806126762173746,0.011887085751202828,0.009089870153865793,0.010017574021833824,0.007574544822537917,0.004754534364482507,0.0056297193236321715,0.004806267880868484,0.006536852695880625,0.008209162281096645,0.008400188786480559,0.009652430346593528,0.0097611794454876,0.011237616994903046,0.011919415857036353,0.011155813198862708,0.010306498820826562,0.010196608157042288,0.011014064264385098,0.011385292835905222,0.01236360177951966,0.01170053534004766,0.013292532763786625,0.013433741946139348,0.012548330942427126,0.011289747080227378,0.012211674253949683,0.011439572834254865,0.011023202735198695,0.011647739510413438,0.010447969621533097,0.011215179356113254,0.010110043575887519,0.011107137829828882,0.009794836351602623,0.009895788306768443,0.00992562293498982,0.009352222410511245,0.009806318204667645,0.00811696307349301,0.009028574831482696,0.009816829959937039,0.008887393992289922,0.009548122356339997,0.008817081405194434,0.008311534729976283,0.007960640736354095,0.008739131447492731,0.008222488959336785,0.008339709415014518,0.007826800914169069,0.0084082523957564,0.00703662037017544,0.008610507459238883,0.007958792891570523,0.008217177473816352,0.009312111859012004,0.009026620148452354,0.009124675078885612,0.008689032881258796,0.008259496670998435,0.00836916251930668,0.009032718532103266,0.008426460751788952,0.008766989365724738,0.00909504865936222,0.009017524717903893,0.008611728289566151,0.008735550511307776,0.009174597032154718,0.008561416604313215,0.00869572923999606,0.00852185402376129,0.008714042840169937,0.00818811299625812,0.008862520605652551,0.00840722453226228,0.009197203958568144,0.008734132111802715,0.00799367251558525,0.00942942072781188,0.00841307373540787,0.008827076548907265,0.008454236385678516,0.008573517404607916,0.008602311796887616,0.008456995105491619,0.008759908805774914,0.008522328270957424,0.008796777247902114,0.008185215775287415,0.008780125331810022,0.009080598915662754,0.008308077421337032,0.008170620909363534,0.008675492906397972,0.008608783814206968,0.009057919255871164,0.008218311857384432
A.3_Brate,0.012197582894911558,0.00981850510676653,0.008226302106953924,0.008486825221227162,0.006563435870795055,0.005628423060817705,0.005681780932349396,0.005104435250627603,0.005631611343692298,0.00866734668310475,0.00870258141133504,0.010531716741244536,0.010057820325474939,0.011215671234635554,0.011063076146806215,0.011940016769310016,0.010214613685547123,0.01151983651183492,0.012110531659369362,0.010818817598910251,0.012625267250749347,0.012702815769368112,0.013043586670125144,0.012659636889765348,0.013315599218055864,0.011451118804643159,0.011365247762499213,0.010956248162316894,0.011372496635841351,0.010807747848440175,0.011480807510599945,0.011005368314775383,0.010163942355712854,0.011000798167103842,0.010200329150384447,0.009368605579215422,0.008684036100946983,0.008406673963266257,0.009452787161731938,0.008567225834861865,0.009162782408426266,0.009106093135978571,0.009189202095041593,0.008647335327796211,0.008473880466614483,0.008156395331144031,0.00815987382608617,0.00848703205967952,0.007729633377802183,0.007206484281176212,0.008195435345680457,0.007631499390161551,0.007280746367819007,0.008033863534919083,0.0077712637047328845,0.008019080056989062,0.007994879169988315,0.008247457531518447,0.008318781292115966,0.008104850851863606,0.008211235831821127,0.008390695375742701,0.008507767707645128,0.007663064572791991,0.007677492436155531,0.008446391719303293,0.008181699482969724,0.008266810810072448,0.008484979735277356,0.008246426256675278,0.007825934551031527,0.007983839492532632,0.007776946137562083,0.00823675262904239,0.008101963720350573,0.008705167724989995,0.007982372445067993,0.008022013391043827,0.0077592563322032935,0.00785455385082508,0.008892233969631045,0.007718077495054227,0.008444793696440661,0.007544100825154942,0.008478613740370716,0.007670037317972121,0.008257338250722666,0.007534969552981759,0.008148810858465251,0.007421140301107952,0.007740183183107714,0.007679519271172667,0.007913935492550263,0.007634126072411512,0.007144822676807252,0.007657496228197876,0.0071604238410514455,0.007830082861193124,0.008064018097406304
A.3_pfail,0.0589359219680205,0.06353293762313042,0.05723596751153338,0.07418237381895293,0.07161904062763154,0.059859600987004165,0.06004042304607206,0.06384078750685708,0.06393790209526642,0.061178957493122826,0.060426272788721896,0.05787057874228929,0.05533074267154888,0.05837152544485292,0.06021080871560658,0.056562849392473274,0.05848882765487638,0.057087767632553243,0.06203146210314124,0.05984120425773217,0.06150436123008717,0.05877045852589255,0.0651259388783506,0.06358715531929318,0.06250019541997141,0.06381129244591269,0.061033671550461875,0.05960353165096148,0.06060951227581292,0.06035285712652256,0.05720908008624584,0.05794138992959827,0.05905801268558499,0.061611384324174436,0.062295922572881655,0.06607916236305819,0.06563996486074719,0.06993669069293915,0.06903962878035377,0.0687180117455983,0.07296999567337167,0.07097274305985725,0.06212052311515658,0.05757157043343984,0.053392721476736064,0.04889373141091473,0.046468355766800064,0.042925245876006324,0.04074840768043258,0.04081935790754218,0.039162870840941694,0.036332992009717034,0.03769916676064273,0.036850316411045914,0.038556375459463076,0.038939889125051086,0.03887931628236647,0.0379056911840044,0.03892782022977995,0.04068017128192349,0.03894480946629935,0.04107686432260891,0.03867732000390845,0.0398427484535432,0.0396261188138772,0.041370049298909556,0.04103805055154623,0.03860185153391053,0.040534652552723725,0.03893073379178783,0.0404757224506757,0.03987368525131083,0.04171437020384664,0.042628562537539876,0.04085747049658685,0.040943894358162564,0.041363332859809816,0.04294290807338541,0.04254542668705318,0.04243952709389277,0.04248034433838188,0.044836657867540576,0.043959333503859076,0.044234732683717616,0.044180547493698506,0.04351849652552606,0.04436270980632757,0.043741554064542165,0.042619682108210495,0.04415057692586483,0.04443339060422321,0.04263425059611758,0.04386867704778956,0.04468575355146316,0.047329708667213956,0.04678156796506569,0.04539541282324632,0.047492059229303815,0.048333450480814666
